ID,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
65428357,25-06-2016,4,2.5,2550,19017,1,0,0,4,7,1300,1250,1961,0,122014,2080,21100,2,53,460000
65428358,25-06-2016,,2.75,2830,8925,1.5,0,0,3,7,2830,0,1967,0,122033,1700,8539,1,59,451000
65428359,25-06-2016,3,1.5,1530,23660,1,0,0,3,7,1530,0,1952,0,122014,1800,11407,2,60,450000
65428360,25-06-2016,2,1.75,840,3340,1,0,0,3,6,700,140,1912,0,122026,1700,3980,1,54,450000
65428361,25-06-2016,2,1.5,1370,1221,2,0,0,3,8,1080,290,2008,0,122044,1560,2081,1,57,446000
65428362,25-06-2016,4,1.5,,,2,0,0,3,7,1770,0,1947,0,122009,970,5750,2,62,440000
65428363,25-06-2016,4,2.5,2160,7826,1,0,0,4,7,1390,770,1976,0,122014,2190,9900,2,60,440000
65428364,25-06-2016,3,1.5,2120,6290,1,0,0,4,8,1220,900,1949,0,122059,1620,5400,2,57,440000
65428365,25-06-2016,4,2.5,2250,7526,2,0,0,3,8,2250,0,1989,0,122015,1980,7526,3,76,440000
65428366,25-06-2016,4,2.75,,8751,1,0,0,3,7,1510,600,1962,0,122017,1660,10295,3,50,435000
65428367,25-06-2016,3,2.5,2370,5353,2,0,0,3,8,2370,0,2009,0,122055,2130,6850,3,68,429900
65428368,25-06-2016,4,,2100,4857,2,0,0,3,8,2100,0,1965,1984,122014,1450,5965,2,80,424000
65428369,25-06-2016,3,1.75,1444,249126,1.5,0,0,3,7,1444,0,2008,0,122069,1760,224770,2,73,420000
65428370,25-06-2016,3,1,1170,6700,1,0,0,3,8,1170,0,1957,0,122022,2410,7620,3,52,415000
65428371,25-06-2016,3,2.5,2490,4540,2.5,0,0,3,8,2490,0,2012,0,122015,2640,3844,2,54,414000
65428372,25-06-2016,4,2.5,2220,4652,2,0,0,3,7,2220,0,2001,0,122015,1840,4500,2,74,405000
65428373,25-06-2016,2,1,620,2475,1,0,0,5,6,620,0,1911,0,122026,1290,2475,1,76,402000
65428374,25-06-2016,4,3,3060,5000,2,0,0,3,8,3060,0,2001,0,122035,3060,5668,2,58,399000
65428375,25-06-2016,,3.25,1370,913,2,0,0,3,8,1100,270,2006,0,122009,1370,915,1,52,390000
65428376,25-06-2016,4,2.5,3200,22651,1,0,0,5,8,1610,1590,1970,0,122067,2030,5500,2,76,385000
65428377,25-06-2016,3,1.5,2380,14500,1,0,0,4,7,1850,530,1961,0,122058,1830,13600,2,71,370000
65428378,25-06-2016,5,2,2280,19000,1.5,0,0,3,6,2280,0,1924,0,122031,1790,11800,2,59,365000
65428379,25-06-2016,5,1.75,,6654,1.5,0,0,4,7,1940,0,1953,0,122031,2300,9500,1,52,359000
65428380,25-06-2016,3,1.5,2450,12497,1,0,0,4,7,2450,0,1967,0,122008,1560,11700,3,58,358000
65428381,25-06-2016,3,1.5,1400,8840,1,0,0,4,6,1400,0,1952,0,122022,1260,8840,3,80,357250
65428382,25-06-2016,,2.75,2530,7350,1,0,0,5,8,1280,1250,1977,0,122018,2280,7350,3,51,354950
65428383,25-06-2016,4,2.5,2580,5476,2,0,0,3,8,2580,0,2005,0,122067,2900,5476,3,55,354000
65428384,25-06-2016,3,2.25,1780,16290,2,0,0,4,8,1780,0,1987,0,122046,1780,8810,2,70,350000
65428385,25-06-2016,2,1,950,7954,1,0,0,4,7,950,0,1941,0,122059,1180,6828,2,55,339000
65428386,25-06-2016,3,2.5,1769,7324,2,0,0,3,9,1769,0,2012,0,122023,2502,6017,3,57,334888
65428387,25-06-2016,4,3,1930,3031,1,0,0,3,7,1200,730,2006,0,122055,1930,2611,2,63,330675
65428388,25-06-2016,3,1,1750,7800,1,0,0,4,7,1150,600,1956,0,122031,1750,7560,3,76,329950
65428389,25-06-2016,2,1,950,5316,1,0,2,3,7,950,0,1948,0,122064,1620,6085,1,69,320000
65428390,25-06-2016,3,2,1550,34175,1.5,0,0,3,7,1550,0,1999,0,122025,2300,35174,1,66,320000
65428391,25-06-2016,4,2.5,1940,10200,1,0,0,4,8,1140,800,1977,0,122035,1920,12600,2,74,315000
65428392,25-06-2016,4,2.5,2430,5499,2,0,0,3,8,2430,0,2002,0,122035,2890,5190,1,52,310000
65428393,25-06-2016,4,1.75,1530,17664,1.5,0,0,3,7,1530,0,1968,0,122046,1530,11625,3,69,302000
65428394,25-06-2016,3,2.25,1780,10395,1,0,0,3,8,1780,0,1967,0,122046,2080,9360,1,67,300000
65428395,25-06-2016,2,1,930,7740,1,0,0,3,6,930,0,1924,0,122022,1250,7740,1,77,290000
65428396,25-06-2016,4,2.25,2260,7200,2,0,0,4,7,2260,0,1984,0,122067,1720,7200,3,62,289659
65428397,25-06-2016,2,1,1010,7200,1,0,0,3,7,1010,0,1975,0,122014,1890,9248,1,65,285000
65428398,25-06-2016,4,,2070,7350,2,0,0,4,8,2070,0,1977,0,122066,2080,7210,2,68,280927
65428399,25-06-2016,3,1.75,1580,6620,1,0,0,3,7,1580,0,1988,0,122040,1580,8137,3,79,279900
65428400,25-06-2016,4,2.25,2600,9900,1,0,0,3,7,1600,1000,1965,0,122063,1770,11250,1,71,270000
65428401,25-06-2016,2,1,1780,81021,1,0,3,4,9,1780,0,1954,0,122039,1780,26723,3,63,270000
65428402,25-06-2016,3,,1650,6684,2,0,0,3,7,1650,0,1991,0,122067,1850,7048,1,68,268000
65428403,25-06-2016,3,1.5,1090,8160,1,0,0,3,7,1090,0,1967,2014,122046,1260,7560,3,61,267000
65428404,25-06-2016,3,2,1470,20000,1,0,0,4,7,1470,0,1968,0,122072,1390,30056,2,70,254600
65428405,25-06-2016,5,2,2080,16117,1,0,0,5,7,1740,340,1959,0,122039,1510,13068,2,61,254000
65428406,25-06-2016,3,1,1640,12384,1,0,0,4,7,1090,550,1954,0,122040,1550,11200,2,54,253500
65428407,25-06-2016,4,1,1230,7410,1.5,0,0,3,7,1230,0,1944,0,122031,1020,7648,1,51,252750
65428408,25-06-2016,3,2,1900,8002,1,0,0,3,7,1900,0,1991,0,122018,1900,6086,3,69,252500
65428409,25-06-2016,3,2.5,1630,7700,1,0,0,3,7,1120,510,1978,0,122067,1640,8160,1,70,249900
65428410,25-06-2016,3,1,1140,27760,1,0,0,4,6,1140,0,1981,0,122012,1690,87300,3,55,243800
65428411,25-06-2016,4,1,1200,2171,1.5,0,0,3,7,1200,0,1933,0,122038,1130,1598,3,69,240000
65428412,25-06-2016,4,2,1330,5926,1,0,0,4,5,1330,0,1942,0,122053,1150,5485,2,75,235867
65428413,25-06-2016,5,2.5,2500,9583,1,0,0,3,7,1300,1200,1979,0,122043,2120,19352,3,78,235000
65428414,25-06-2016,3,1,1060,9946,1,0,0,4,7,1060,0,1956,0,122070,1310,10619,2,72,230000
65428415,25-06-2016,2,1.75,1590,11276,1,0,0,4,7,1590,0,1972,0,122072,1750,10687,3,61,225500
65428416,25-06-2016,3,2,1700,11475,1,0,0,5,6,970,730,1945,0,122052,1560,11475,3,74,225000
65428417,25-06-2016,4,1.5,1600,9289,1,0,0,4,7,1600,0,1959,0,122072,1540,9918,2,66,224000
65428418,25-06-2016,3,1.75,1500,11968,1,0,0,3,6,1500,0,2014,0,122062,1320,11303,1,67,224000
65428419,25-06-2016,3,,1660,15600,2,0,0,3,7,1660,0,1981,0,122039,1660,14400,3,51,220000
65428420,25-06-2016,3,1,1090,6710,1.5,0,0,5,5,1090,0,1912,0,122072,1170,6708,3,64,219500
65428421,25-06-2016,2,1.75,1390,4482,1,0,0,4,8,1390,0,1980,0,122043,1390,4680,1,58,216500
65428422,25-06-2016,2,1,720,8040,1,0,0,3,6,720,0,1943,0,122031,2300,9500,1,55,210000
65428423,25-06-2016,2,1,920,7569,1,0,0,4,6,920,0,1950,0,122056,1280,7627,1,79,202000
65428424,25-06-2016,3,1.75,1260,9346,1,0,0,4,7,1260,0,1963,0,122065,1800,9705,1,56,200500
65428425,25-06-2016,3,1.5,1220,6000,1,0,0,3,7,1220,0,1968,0,122042,1660,6000,3,51,177500
65428426,25-06-2016,3,1.75,1570,15330,1,0,0,3,7,1080,490,1956,0,122031,1250,13330,2,63,164950
65428427,25-06-2016,3,1,1310,9612,1,0,0,3,7,960,350,1962,0,122039,1310,9812,1,50,150000
65428428,26-06-2016,4,4.5,,53330,2,0,0,3,12,6640,0,1993,0,122037,4620,68625,2,75,1820000
65428429,26-06-2016,,3,3900,9750,1,0,4,5,10,2520,1380,1972,0,122027,3410,9450,3,66,1620000
65428430,26-06-2016,,2.75,3650,13297,2,0,0,5,9,2750,900,1969,0,122057,2900,11568,2,51,1200000
65428431,26-06-2016,4,4.25,4390,13833,2,0,3,3,10,3320,1070,2003,0,122011,3850,11652,2,55,1050000
65428432,26-06-2016,3,2.25,1670,4800,1.5,0,3,3,8,1670,0,1903,0,122003,2300,4800,1,59,1020000
65428433,26-06-2016,,2.75,3610,8580,2,0,0,3,9,3610,0,2014,0,122010,2360,8580,2,79,982000
65428434,26-06-2016,5,2.5,3260,24300,1.5,0,1,4,8,2310,950,1950,0,122014,2390,32057,2,72,755000
65428435,26-06-2016,4,2.25,3190,11597,2,0,0,3,10,2300,890,1984,0,122019,2990,10679,2,55,750000
65428436,26-06-2016,,3,2630,4896,2,0,0,3,9,2630,0,2006,0,122005,2880,4972,2,77,738000
65428437,26-06-2016,,3,2370,3672,1.5,0,0,5,7,1650,720,1916,0,122006,2140,4182,1,72,735000
65428438,26-06-2016,3,2.25,1490,1212,2,0,0,3,9,1040,450,2011,0,122047,1490,1337,3,51,735000
65428439,26-06-2016,3,2.5,3580,54450,1.5,0,0,3,9,3580,0,1990,0,122024,3090,35943,1,50,725000
65428440,26-06-2016,3,1.5,1200,6240,1,0,0,3,8,1030,170,1952,0,122047,2810,6240,2,72,718500
65428441,26-06-2016,2,1.5,1640,4080,1.5,0,0,5,7,1540,100,1916,0,122004,1880,4080,1,71,710000
65428442,26-06-2016,3,,2440,4153,2,0,0,3,9,2440,0,2003,0,122005,2030,4143,3,76,710000
65428443,26-06-2016,3,2.5,1660,1545,2,0,2,3,9,1400,260,2002,0,122061,1820,2570,3,76,700000
65428444,26-06-2016,,2.75,3190,10970,2,0,0,3,10,3190,0,1994,0,122020,2850,8416,2,64,687500
65428445,26-06-2016,3,2.25,2400,5300,1.5,0,0,4,7,1250,1150,1939,0,122007,1540,4800,2,67,672500
65428446,26-06-2016,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,122003,1170,3600,3,73,665000
65428447,26-06-2016,3,2.5,2610,35000,2,0,0,3,10,2610,0,1988,0,122021,3060,35427,3,63,665000
65428448,26-06-2016,5,2.5,2500,7200,1,0,0,4,7,1490,1010,1977,0,122005,1960,8325,3,66,661500
65428449,26-06-2016,4,2.5,2540,38677,2,0,0,3,9,2540,0,1987,0,122045,2560,36280,1,70,652500
65428450,26-06-2016,4,2.5,2770,63118,2,0,0,3,9,2770,0,1997,0,122041,2770,44224,3,69,641000
65428451,26-06-2016,4,1.75,2420,37800,1,0,0,4,8,1880,540,1981,0,122045,2780,35532,3,55,602000
65428452,26-06-2016,3,3.25,2310,3075,2,0,0,3,8,1730,580,2005,0,122009,2310,3075,1,69,589500
65428453,26-06-2016,3,1.75,1960,6380,1,0,0,4,7,980,980,1939,0,122006,1480,6380,2,63,561500
65428454,26-06-2016,4,2.5,2710,6583,2,0,0,3,9,2710,0,2003,0,122015,2710,6583,2,61,560000
65428455,26-06-2016,4,3.5,4150,16197,2,0,0,3,10,4150,0,2006,0,122040,3618,15210,2,62,550000
65428456,26-06-2016,4,1.75,2860,48351,1,0,0,3,8,1710,1150,1978,0,122037,2460,43560,1,73,530000
65428457,26-06-2016,2,0.75,840,40642,1,1,4,4,6,840,0,1937,0,122069,1850,64069,2,54,528000
65428458,26-06-2016,5,1.75,1890,5000,1.5,0,0,3,7,1090,800,1906,0,122026,1610,5000,3,77,523460
65428459,26-06-2016,1,1.25,,638,3,0,0,3,9,1100,0,2014,0,122047,1110,1933,1,76,516500
65428460,26-06-2016,2,,1200,1687,3,0,0,3,8,1200,0,2008,0,122028,1240,1296,1,52,504200
65428461,26-06-2016,2,1.5,1520,8040,1,0,0,5,7,1520,0,1951,0,122022,1440,8040,2,50,500000
65428462,26-06-2016,4,1,1440,7100,1.5,0,0,3,7,1440,0,1906,0,122026,1490,5000,1,79,500000
65428463,26-06-2016,3,2.5,2230,5348,2,0,0,3,8,2230,0,2000,0,122008,2190,5205,2,60,490000
65428464,26-06-2016,,2.75,2790,5527,2,0,0,3,8,2790,0,2014,0,122025,2620,5509,1,60,483453
65428465,26-06-2016,2,1,1500,3420,1,0,0,3,7,1500,0,1902,0,122028,2050,3420,1,76,480000
65428466,26-06-2016,4,2.5,2990,8913,2,0,0,4,9,2990,0,1991,0,122046,2740,8030,2,75,469900
65428467,26-06-2016,4,2.5,3060,6000,2,0,0,3,9,3060,0,2012,0,122024,3040,6000,2,73,465000
65428468,26-06-2016,4,2.25,2020,8424,1,0,0,4,7,1380,640,1979,0,122033,2030,7236,1,60,464900
65428469,26-06-2016,4,2.5,2110,35091,1,0,0,4,8,1290,820,1985,0,122012,2740,36427,2,58,460000
65428470,26-06-2016,4,3,2530,10000,2,0,0,3,7,2530,0,2013,0,122060,1420,9898,3,69,459000
65428471,26-06-2016,,2.75,2300,37533,1,0,3,5,8,1550,750,1979,0,122069,2130,10092,1,62,453000
65428472,26-06-2016,2,1,1320,8380,1,0,0,3,7,1320,0,1953,0,122050,1290,8025,3,52,447000
65428473,26-06-2016,2,1,1050,2570,1,0,0,5,7,850,200,1927,0,122007,1080,2800,3,53,430000
65428474,26-06-2016,3,2.5,2432,9391,2,0,2,3,9,2432,0,2005,0,122039,2912,8932,3,51,427000
65428475,26-06-2016,3,1,1520,213444,1.5,0,3,5,8,1520,0,1988,0,122012,2640,213444,2,63,425000
65428476,26-06-2016,4,2.25,2300,7700,1,0,0,3,7,1380,920,1959,0,122022,2010,8820,3,55,417000
65428477,26-06-2016,3,1.75,2410,8944,1,0,0,4,8,1860,550,1967,0,122046,2750,9600,1,50,415000
65428478,26-06-2016,3,2.5,1060,1536,2,0,0,3,8,1060,0,2000,0,122007,1220,1316,3,74,415000
65428479,26-06-2016,,2.75,2600,64626,1.5,0,0,3,8,2600,0,2009,0,122041,1740,64626,1,67,415000
65428480,26-06-2016,3,2,1400,45738,2,0,0,4,8,1400,0,1981,0,122069,2390,56628,3,52,410000
65428481,26-06-2016,3,1,2710,19000,2,0,3,4,7,2710,0,1950,0,122031,2150,19000,1,59,410000
65428482,26-06-2016,3,2.5,2570,10431,2,0,0,3,9,2570,0,1989,0,122067,2590,10078,3,58,399950
65428483,26-06-2016,5,1,1170,6757,1,0,0,4,6,800,370,1944,0,122022,1590,6794,1,64,397000
65428484,26-06-2016,4,2.5,3000,9793,2,0,0,3,7,3000,0,2002,0,122024,1890,7557,3,56,394000
65428485,26-06-2016,4,2.5,1890,7867,2,0,0,3,8,1890,0,1996,0,122024,2250,7867,1,55,355000
65428486,26-06-2016,2,,1330,10838,2,0,0,3,8,1330,0,1985,0,122058,1390,10310,3,72,355000
65428487,26-06-2016,3,1.75,2040,22693,1,0,0,4,8,2040,0,1980,0,122035,1950,6280,3,76,355000
65428488,26-06-2016,5,1.75,2330,14322,1,0,0,4,7,1180,1150,1968,0,122015,1690,10010,2,52,350000
65428489,26-06-2016,3,1.75,1780,10409,1,0,0,3,7,1280,500,1981,0,122046,1780,7415,2,76,342000
65428490,26-06-2016,4,1.75,2440,7350,1,0,0,3,8,1610,830,1978,0,122066,2180,7680,1,68,330000
65428491,26-06-2016,5,2.75,2400,8050,2,0,0,3,8,2400,0,1998,0,122023,2400,8050,2,61,327000
65428492,26-06-2016,4,2.5,2570,4865,2,0,0,3,8,2570,0,2005,0,122024,2570,4933,1,72,320000
65428493,26-06-2016,,4,3120,4240,2,0,2,4,7,2090,1030,1993,0,122034,1460,4240,3,52,315000
65428494,26-06-2016,3,1.5,1590,8911,1,0,0,3,7,1590,0,1956,0,122058,1590,9625,2,79,300000
65428495,26-06-2016,1,1,700,2500,1,0,0,4,7,700,0,1907,0,122034,1340,5000,3,51,295000
65428496,26-06-2016,4,2,1350,942,3,0,0,3,7,1350,0,2008,0,122012,1390,942,3,58,288790
65428497,26-06-2016,2,1,910,8155,1,0,0,4,6,910,0,1948,0,122014,1240,8155,2,59,285000
65428498,26-06-2016,1,1,690,1950,1,0,0,3,6,690,0,1928,0,122007,1650,4864,3,69,280000
65428499,26-06-2016,3,2.5,1630,7950,1,0,0,3,8,1320,310,1985,0,122035,1650,7952,1,52,279000
65428500,26-06-2016,2,1,720,11400,1,0,0,5,6,720,0,1951,0,122038,1690,8075,1,56,275500
65428501,26-06-2016,2,1,700,4800,1,0,0,3,7,700,0,1922,0,122044,1440,4800,2,78,260000
65428502,26-06-2016,3,1.75,1650,12349,1,0,0,3,7,1650,0,1957,0,122070,1470,10763,2,71,259500
65428503,26-06-2016,3,2.25,1715,6819,2,0,0,3,7,1715,0,1995,0,122040,2238,6819,3,58,257500
65428504,26-06-2016,3,,1720,6194,2,0,0,3,8,1720,0,1998,0,122023,1720,6211,1,59,255000
65428505,26-06-2016,,3,1670,4440,1,0,0,3,7,1670,0,2014,0,122068,1670,4622,1,51,246950
65428506,26-06-2016,3,1.75,1400,6300,1,0,0,3,7,1400,0,1998,0,122068,1400,8490,3,55,235000
65428507,26-06-2016,3,1.75,1950,8712,1,0,0,3,7,1950,0,1960,0,122042,1820,11520,1,67,235000
65428508,26-06-2016,1,,1170,1456,2,0,0,3,8,1070,100,2007,0,122064,1360,1730,2,74,235000
65428509,26-06-2016,4,1,1390,18000,1,0,0,3,7,1390,0,1955,2013,122066,1390,18000,3,69,234000
65428510,26-06-2016,3,1.75,1010,9600,1,0,0,5,7,1010,0,1969,0,122035,1320,9600,3,67,230000
65428511,26-06-2016,2,1.75,1110,1773,2,0,0,3,8,1110,0,2014,0,122059,1420,2855,1,58,229800
65428512,26-06-2016,3,1,910,8789,1,0,0,3,7,910,0,1966,0,122060,1160,8789,2,63,221000
65428513,26-06-2016,2,1.75,1220,15600,1,0,0,3,6,1220,0,1972,0,122039,1510,17818,2,74,215500
65428514,26-06-2016,2,1,940,5040,1,0,0,3,7,940,0,1926,0,122064,940,5040,3,64,212700
65428515,26-06-2016,3,1,970,9583,1,0,0,4,6,970,0,1967,0,122018,970,7875,3,60,209950
65428516,26-06-2016,2,1,1020,8100,1,0,0,3,6,1020,0,1940,0,122056,1200,12500,3,55,195000
65428517,26-06-2016,2,1,900,3400,1,0,0,5,6,900,0,1905,0,122059,940,6000,2,68,191000
65428518,26-06-2016,2,1,,8424,1,0,0,4,6,810,0,1959,0,122018,820,8424,3,63,170000
65428519,26-06-2016,3,1,1060,7473,1,0,0,3,7,1060,0,1959,0,122043,1320,7912,1,51,140000
65428520,27-06-2016,,4.25,2820,7200,2,0,0,4,10,2460,360,1930,0,122047,3300,7522,1,54,1600000
65428521,27-06-2016,,4.25,3500,8750,1,0,4,5,9,2140,1360,1951,0,122050,3110,8750,2,62,1080000
65428522,27-06-2016,4,2.5,2190,11500,1,0,0,4,8,1430,760,1972,0,122027,2580,9700,1,56,699900
65428523,27-06-2016,2,1,1050,2542,1,0,0,3,7,880,170,1904,0,122044,1620,1809,2,52,650000
65428524,27-06-2016,4,2.5,3130,40918,2,0,0,3,9,3130,0,1994,0,122025,2760,35440,3,76,598000
65428525,27-06-2016,5,2.5,2670,16777,1.5,0,0,4,7,1620,1050,1920,0,122022,1610,8227,1,52,585000
65428526,27-06-2016,3,2.5,1700,9100,1,0,0,3,8,1160,540,1998,0,122064,1590,8374,1,77,475000
65428527,27-06-2016,3,1.5,1500,5000,1.5,0,0,4,7,1140,360,1927,0,122007,1500,5000,3,60,470000
65428528,27-06-2016,3,1,1200,9087,1,0,0,5,7,1200,0,1969,0,122053,1250,11826,1,72,339900
65428529,27-06-2016,3,1.75,,,1,0,0,3,7,1200,500,1978,0,122024,1900,9528,3,66,314500
65428530,27-06-2016,4,1,1370,8499,1,0,0,3,7,1370,0,1949,0,122014,1370,8187,3,52,300000
65428531,27-06-2016,3,1,1040,8128,1,0,0,3,6,1040,0,1983,0,122055,1520,7500,2,74,234000
65428532,27-06-2016,2,1.75,1910,3376,2,0,0,3,8,1910,0,1980,0,122024,1470,3623,3,78,230000
65428533,28-06-2016,3,2.25,2120,54014,2,0,0,4,9,2120,0,1964,0,122049,3280,50690,3,63,835000
65428534,28-06-2016,2,1,840,3400,1,0,2,4,7,840,0,1924,0,122003,2000,4000,3,62,530000
65428535,28-06-2016,,2.75,2950,15540,1,0,0,4,8,2120,830,1974,0,122035,2840,17136,3,60,402000
65428536,28-06-2016,3,3.5,1360,1275,2,0,0,3,8,1240,120,2007,0,122054,1360,1275,2,58,397000
65428537,28-06-2016,3,2,1610,15005,1,0,0,4,7,1610,0,1986,0,122041,1610,15479,3,58,345000
65428538,28-06-2016,5,2.75,2130,6222,1,0,0,3,7,1300,830,1991,0,122051,2130,6222,3,73,325000
65428539,28-06-2016,3,1,1800,7650,1,0,0,5,7,1800,0,1957,0,122053,1230,7650,1,70,265000
65428540,29-06-2016,4,3.75,4350,7965,2,0,0,3,10,4350,0,2013,0,122048,2190,8557,3,74,2070000
65428541,29-06-2016,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,122054,4470,9194,3,78,1930000
65428542,29-06-2016,5,3.5,5000,26540,2,0,3,3,10,3410,1590,2008,0,122057,3360,17398,2,55,1730000
65428543,29-06-2016,5,3.25,4390,11250,2,0,0,3,10,4390,0,2007,0,122057,2160,9249,2,61,1510000
65428544,29-06-2016,4,2.5,2680,12215,1,1,4,3,9,1590,1090,1956,0,122031,2960,19964,1,55,1310000
65428545,29-06-2016,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,2003,122048,2850,15803,1,56,1230000
65428546,29-06-2016,4,2,2120,3360,2,0,0,3,9,2120,0,1905,0,122047,2090,3600,1,72,1200000
65428547,29-06-2016,3,3,,5001,2,0,0,3,10,2810,980,1989,0,122044,2500,6286,2,60,1170000
65428548,29-06-2016,,2.75,3330,9143,2,0,0,4,10,3330,0,1995,0,122010,2390,9143,1,71,1100000
65428549,29-06-2016,4,1.75,2010,6300,1,0,2,5,8,1610,400,1937,0,122032,3290,6300,1,67,972000
65428550,29-06-2016,,3.25,3530,8589,2,0,0,3,10,3530,0,2007,0,122010,2470,9019,2,79,963000
65428551,29-06-2016,4,2.5,3670,7680,2.5,0,0,3,10,3670,0,2007,0,122011,3130,6112,2,69,950000
65428552,29-06-2016,2,,1780,2067,2,0,0,5,9,1780,0,1974,0,122048,2320,2067,1,78,935000
65428553,29-06-2016,,2.75,2520,16100,1,0,3,4,8,1570,950,1960,0,122057,2760,16988,2,55,896000
65428554,29-06-2016,4,2.5,3560,5265,3,0,0,3,8,3560,0,2014,0,122005,3220,4892,1,53,882566
65428555,29-06-2016,4,2.75,3220,4392,1.5,0,0,4,9,2320,900,1931,0,122004,2310,5795,1,51,880000
65428556,29-06-2016,4,1.5,1800,3245,1.5,0,0,4,8,1800,0,1929,0,122028,1800,4275,3,75,875000
65428557,29-06-2016,3,2.5,2650,2387,2,0,0,3,8,1830,820,1920,0,122003,1870,2216,2,80,850000
65428558,29-06-2016,4,2.5,3500,7048,2,0,0,3,9,3500,0,2005,0,122045,3920,7864,1,54,780000
65428559,29-06-2016,5,3,2870,5700,1,0,0,3,7,1950,920,1964,0,122028,1730,5529,2,72,765000
65428560,29-06-2016,4,2.5,3300,165528,2,0,0,3,8,3300,0,1984,0,122037,3030,144696,3,70,760000
65428561,29-06-2016,4,2.25,2500,4046,1.5,0,0,4,7,1520,980,1940,0,122007,1410,4046,2,70,669500
65428562,29-06-2016,3,2.5,3350,4007,2,0,0,3,8,2550,800,2005,0,122033,2340,4167,2,52,635000
65428563,29-06-2016,3,2,,29185,1,0,0,3,7,1470,420,1949,2013,122027,2580,11600,3,62,570000
65428564,29-06-2016,3,2.25,2070,15002,1.5,0,0,3,8,2070,0,1955,2013,122014,2070,15002,2,67,560000
65428565,29-06-2016,3,2.25,1720,9600,1,0,0,4,7,1220,500,1967,0,122005,1720,9600,2,64,550000
65428566,29-06-2016,4,1.5,2750,128502,1,0,0,2,7,1500,1250,1958,0,122042,1470,11514,3,51,550000
65428567,29-06-2016,3,2.5,1460,1613,2,0,0,3,8,1180,280,2007,0,122007,1460,1403,1,57,544000
65428568,29-06-2016,3,1,1580,6300,1,0,0,3,7,1180,400,1925,0,122032,1560,1601,1,63,535000
65428569,29-06-2016,4,2.25,1980,15086,2,0,0,3,8,1980,0,1981,0,122019,2100,10927,3,51,530000
65428570,29-06-2016,3,2.5,2600,4506,2,0,0,3,8,2600,0,2003,0,122058,2600,4658,3,55,515000
65428571,29-06-2016,,3,3720,15048,3,0,0,3,7,3720,0,1979,2014,122015,2020,15180,3,62,500000
65428572,29-06-2016,4,1.75,2120,9786,1,0,0,3,8,1640,480,1967,0,122050,2310,8787,3,59,492650
65428573,29-06-2016,3,2.25,2090,10733,1,0,0,3,7,1440,650,1958,0,122006,1740,8100,3,58,491950
65428574,29-06-2016,3,2.25,1470,4322,2,0,0,3,7,1470,0,1985,0,122011,1610,4322,2,79,491500
65428575,29-06-2016,,3,2330,3497,2,0,0,3,9,1920,410,2003,0,122059,2330,5242,1,74,490000
65428576,29-06-2016,,3,2440,9664,2,0,0,3,8,1890,550,1981,0,122058,2380,9609,2,52,480000
65428577,29-06-2016,3,1.75,3600,8666,2,0,0,4,6,2400,1200,1948,0,122010,2290,8200,3,79,461000
65428578,29-06-2016,3,2.5,1220,1330,2,0,0,3,8,1010,210,2008,0,122007,1360,3750,2,57,457000
65428579,29-06-2016,4,2.5,2960,6031,2,0,0,3,9,2960,0,2005,0,122024,2570,5012,2,67,449000
65428580,29-06-2016,4,2.25,2070,39446,1,0,0,3,8,1470,600,1977,0,122014,2140,12043,2,68,445800
65428581,29-06-2016,2,1.5,1190,3400,1,0,0,3,7,990,200,1919,0,122006,1410,3150,2,55,441000
65428582,29-06-2016,3,2.5,,7904,1,0,0,3,8,1810,1370,2006,0,122053,1950,7800,2,50,439000
65428583,29-06-2016,4,2.5,2290,11173,2,0,0,4,8,2290,0,1988,0,122046,2290,10404,3,59,436500
65428584,29-06-2016,4,2,1880,3840,1,0,0,3,7,970,910,1904,0,122054,1670,1820,2,66,435000
65428585,29-06-2016,2,2,1090,934,3,0,0,3,8,1090,0,2008,0,122061,1090,1376,1,80,427500
65428586,29-06-2016,2,1.75,1510,4980,1,0,0,3,8,1510,0,2006,0,122045,1350,4157,2,72,419000
65428587,29-06-2016,1,1.5,1010,5750,1,0,0,3,7,1010,0,1911,1948,122016,1230,5750,3,66,410000
65428588,29-06-2016,,3.25,2820,6589,1.5,0,0,3,7,2320,500,1906,2014,122051,1560,5647,2,51,408000
65428589,29-06-2016,2,1,870,5750,1,0,0,4,7,870,0,1947,0,122009,1100,5750,3,58,406500
65428590,29-06-2016,4,2.5,2570,7859,2,0,0,3,8,2570,0,1992,0,122024,2150,7284,2,73,397500
65428591,29-06-2016,3,1.75,1300,7030,1,0,0,3,7,1300,0,1968,0,122033,1450,7650,2,75,385000
65428592,29-06-2016,4,2.5,2700,6998,2,0,0,3,8,2700,0,2001,0,122070,2350,10550,2,61,383962
65428593,29-06-2016,3,1,1320,7341,1,0,0,3,7,1320,0,1982,0,122014,1160,7573,1,60,370000
65428594,29-06-2016,,,2140,10316,2,0,0,3,8,2140,0,1993,0,122039,1920,11337,3,68,359500
